February,A1,886816,564043
did,A1,885177,510266
could,A1,879964,457293
age,A1,878571,402757
around,A2,872830,550863
around,A1,872830,550863
government,A2,871939,355426
home,A2,870923,494956
home,A1,870923,494956
along,A1,835684,536356
along,A2,835684,536356
back,A2,834971,494417
back,A1,834971,494417
back,A1,834971,494417
back,B1,834971,494417
local,A2,832463,474953
company,A2,830169,350051
system,A2,827939,357980
state,B2,827486,384910
state,A2,827486,384910
state,B2,827486,384910
include,A2,826392,551840
station,A1,821090,242801
league,B1,816013,312922
north,A2,813040,423395
north,A2,813040,423395
north,A2,813040,423395
because,A1,812823,466471
during,A2,810958,529003
within,A2,808719,520947
song,A1,805955,223105
public,B1,797502,434508
public,A2,797502,434508
century,A2,796669,357271
town,A1,784641,347816
due,A1,783775,497336
species,B2,782013,347955
high,A1,781300,463144
high,A2,781300,463144
for,A2,772229,475413
for,A1,772229,475413
left,A1,771616,475384
left,A2,771616,475384
left,A2,771616,475384
village,A2,768248,405419
small,A1,765015,493826
own,A1,763416,483068
own,A2,763416,483068
own,B1,763416,483068
large,A1,757560,455133
set,A2,755639,452849
set,A1,755639,452849
single,A2,750359,394846
single,B1,750359,394846
building,A1,742732,319278
line,A1,730137,329948
line,B2,730137,329948
like,B1,729517,431842
like,A1,729517,431842
like,A1,729517,431842
very,B2,728064,454766
very,A1,728064,454766
band,A1,721687,218653
those,A1,721296,435678
those,A1,721296,435678
last,B1,716793,484543
last,A2,716793,484543
last,A2,716793,484543
last,B1,716793,484543
life,A1,715210,414167
day,A1,714384,412054
still,A1,713931,470615
still,A2,713931,470615
final,A2,712118,399325
final,A2,712118,399325
show,A2,706655,316575
show,A1,706655,316575
main,B1,706206,449216
if,A1,704293,364154
five,A1,702486,478517
another,A1,692254,463375
another,A2,692254,463375
death,A2,690520,396210
often,A1,688327,386780
college,A1,686679,342630
third,A2,684227,438392
national,A2,683344,398905
club,A1,679905,243485
when,A1,678422,430504
when,A1,678422,430504
major,A2,674625,427682
major,B2,674625,427682
million,A2,673313,279569
different,A1,666214,407001
world,A1,666206,378798
district,B1,659775,338722
career,B1,656427,418856
original,A2,653535,401878
original,B2,653535,401878
form,A1,648274,393578
form,B1,648274,393578
son,A1,645628,384421
near,B1,644677,432863
near,B1,644677,432863
near,A1,644677,432863
again,A1,641444,414747
west,A2,636868,328430
west,A2,636868,328430
west,A2,636868,328430
service,B1,635634,316350
service,B1,635634,316350
long,A1,633833,417009
long,A2,633833,417009
off,A1,633229,385597
off,A2,633229,385597
off,B1,633229,385597
river,A1,625105,267656
football,A1,618542,288292
book,A1,617297,289701
book,B1,617297,289701
play,A1,616648,327927
play,A1,616648,327927
side,A1,614713,356600
much,A1,614578,403584
much,A1,614578,403584
much,A1,614578,403584
late,A1,611321,424196
late,A1,611321,424196
down,B2,607869,386232
down,A1,607869,386232
down,A2,607869,386232
what,A1,607815,371283
what,A1,607815,371283
just,A1,607751,410610
district,B1,606122,333268
order,A1,602460,374143
order,A2,602460,374143
history,A1,599234,373102
title,A2,595228,344016
one,A1,593900,397087
one,A1,593900,397087
one,A2,593900,397087
record,B1,589675,305748
record,A2,589675,305748
make,B2,589245,393627
make,A1,589245,393627
house,A1,588728,283835
house,C1,588728,283835
role,A1,588626,331633
support,A2,586049,321971
support,B1,586049,321971
best,A1,585744,415377
best,A1,585744,415377
among,A2,584437,390765
become,A1,584421,414380
period,A1,583707,359535
given,A2,580405,395524
water,A1,580101,244127
water,B2,580101,244127
these,A1,578351,369132
these,A1,578351,369132
various,B1,565719,405606
even,B1,561784,355412
even,A2,561784,355412
next,A2,560586,372470
next,A2,560586,372470
next,B2,560586,372470
married,A2,559620,398217
international,A2,559428,316371
cup,A1,557744,195058
house,A1,555570,269396
house,C1,555570,269396
community,B2,554366,307647
total,B1,553622,368391
total,B1,553622,368391
however,A2,552389,367147
way,A1,546146,366349
do,A1,539912,329484
war,A1,538108,243724
country,A2,536235,318537
development,B1,533448,298329
father,A1,531929,323607
player,A1,531757,277574
few,A2,530179,383471
few,B1,530179,383471
six,A1,530100,376642
written,B1,530066,364949
power,A2,528555,241471
top,B1,526935,327895
top,A1,526935,327895
north,A2,524174,300445
north,A2,524174,300445
north,A2,524174,300445
park,A1,523086,240276
park,A2,523086,240276
land,B1,522678,273332
land,A2,522678,273332
from,A1,520592,378204
take,B1,520301,350816
take,A1,520301,350816
political,A2,518301,252079
general,B1,513155,316427
general,B1,513155,316427
election,B1,511874,185475
by,A1,508717,324635
east,A2,507558,273592
east,A2,507558,273592
east,A2,507558,273592
without,A2,505156,344798
production,A2,505112,251852
per,B1,501294,253150
law,A2,500256,209528
south,A2,497349,297501
south,A2,497349,297501
south,A2,497349,297501
times,B2,496959,353339
head,A1,494562,302754
head,A2,494562,302754
version,B2,494020,245318
church,A1,493314,194743
site,A1,493176,258547
street,A1,489029,196342
position,A2,486088,310232
television,A1,484066,261030
military,A2,482966,213442
high,A1,480594,255938
high,A2,480594,255938
lost,A2,478785,297040
region,B1,478281,278496
together,A1,475473,354063
us,A1,474651,216579
council,B1,472310,236962
army,B1,470972,178668
old,A1,469827,323763
church,A1,469192,162076
international,A2,468955,288886
important,A1,467553,305035
party,A1,466009,189402
level,B1,465623,285495
level,A2,465623,285495
level,B2,465623,285495
president,B1,463613,228105
win,B2,463313,208854
win,A1,463313,208854
general,B1,462775,229716
general,B1,462775,229716
with,A1,459541,322642
every,A1,458870,307587
event,A1,453696,254323
further,A2,452884,319750
further,B1,452884,319750
division,B2,450745,179530
match,A1,448851,155703
match,B1,448851,155703
while,A2,448556,325250
while,B1,448556,325250
although,A2,447254,311492
point,A1,446145,293772
point,A2,446145,293772
professional,A2,445098,311796
professional,B2,445098,311796
research,A2,444582,211827
research,B2,444582,211827
all,A2,444253,319228
all,A1,444253,319228
all,A1,444253,319228
average,A2,443847,200489
average,A2,443847,200489
debut,C1,443303,283178
debut,C1,443303,283178
developed,A2,443254,294800
addition,A2,442984,327918
run,A1,442030,275817
run,A1,442030,275817
business,A1,441045,252913
example,A1,438728,245551
result,A1,438240,303128
result,B1,438240,303128
working,B1,436489,313861
field,A1,435849,232133
control,A2,434063,236571
control,B1,434063,236571
wife,A1,433529,285610
himself,A2,432954,271563
similar,A2,431743,301428
lead,B1,431719,259145
lead,A2,431719,259145
lead,B1,431719,259145
release,A2,430297,231497
release,B1,430297,231497
king,A1,427387,193522
association,A2,425758,258484
royal,A2,421504,210693
party,A1,421217,175271
short,A1,418706,295804
short,A1,418706,295804
popular,A2,417046,277300
though,B2,415273,287191
though,A2,415273,287191
office,A1,415078,258355
living,A1,413608,231510
living,B2,413608,231510
case,A1,411658,220757
common,A2,410189,259529
across,A2,408681,288791
across,A2,408681,288791
present,B1,408182,290568
present,A1,408182,290568
present,B2,408182,290568
story,A1,407870,215711
video,A1,406670,174616
available,B1,406106,258860
some,A1,405988,279658
some,A1,405988,279658
design,A1,404743,194013
design,B1,404743,194013
right,A1,404074,243872
right,A1,404074,243872
right,A2,404074,243872
no,A1,403591,204150
no,A1,403591,204150
never,A1,403181,285177
union,B1,402808,203952
round,B1,401841,190294
round,A2,401841,190294
round,B1,401841,190294
round,B2,401841,190294
round,B2,401841,190294
west,A2,399218,251923
west,A2,399218,251923
west,A2,399218,251923
project,B2,397389,215190
project,B2,397389,215190
live,B1,397378,256385
live,A1,397378,256385
east,A2,396995,246004
east,A2,396995,246004
east,A2,396995,246004
education,A2,395250,211297
social,A1,394948,199048
award,A2,394672,208283
award,B1,394672,208283
race,B1,394552,152381
race,B1,394552,152381
language,A1,390827,177167
currently,B1,390494,333831
away,A1,389103,264062
how,A1,387890,239808
director,A2,385287,248549
art,A1,384199,175026
should,A1,383726,227733
body,A1,381318,215813
company,A2,380322,194589
young,A1,379684,258264
list,A1,379625,269112
list,B2,379625,269112
once,A1,379390,283783
once,B2,379390,283783
although,A2,378979,278130
refer,A2,377910,361324
originally,B2,377733,307248
daughter,A1,375739,240682
road,A2,375644,158184
does,A1,374077,244466
central,B1,373993,235079
an,A1,372855,283419
current,B1,371693,270634
less,A2,370788,253585
less,A2,370788,253585
less,A2,370788,253585
construction,B1,369446,208524
championship,A2,369333,148551
term,B1,369082,211570
throughout,B1,367690,277466
process,B1,365768,209784
process,B2,365768,209784
character,A1,365245,173972
since,B2,364143,288075
since,B1,364143,288075
since,A2,364143,288075
help,A2,363728,249517
help,A1,363728,249517
first,A1,362625,232395
first,A1,362625,232395
see,A1,362153,253369
return,A2,358338,240484
return,A2,358338,240484
half,B1,357721,241767
half,A2,357721,241767
half,A1,357721,241767
half,A2,357721,241767
air,A2,357668,106347
official,A2,357204,249138
official,B2,357204,249138
court,A2,356567,136323
league,B1,355929,148350
eventually,B1,355474,262437
department,B1,355047,203129
leading,B1,355039,268939
must,A1,354335,194864
man,A1,351972,213511
man,C1,351972,213511
road,A2,351810,177363
usually,A1,351414,215794
hall,A1,350930,179168
modern,A2,350848,222067
great,A1,350755,245604
training,A2,349818,189185
involved,B1,349260,261419
study,A2,349186,202150
study,A1,349186,202150
her,A1,348650,187879
her,A1,348650,187879
coach,A1,347625,139313
coach,B2,347625,139313
able,B1,346773,237897
its,A1,346625,285667
its,A1,346625,285667
track,A2,345637,183362
track,B2,345637,183362
episode,A2,345288,101115
open,A1,344753,244804
open,A1,344753,244804
good,A1,343990,241483
good,B2,343990,241483
either,A1,343232,248619
either,A2,343232,248619
either,B1,343232,248619
either,B1,343232,248619
information,A1,343054,183400
full,A1,342635,263783
style,A2,342522,214850
special,A1,342522,229560
institute,B1,340825,194412
institute,C1,340825,194412
performance,A2,337998,195566
western,B2,337684,192692
free,A1,337580,215503
free,A2,337580,215503
free,B2,337580,215503
president,B1,336588,190525
provided,B1,336398,237262
group,A1,336196,170103
group,B1,336196,170103
island,A1,335456,151535
mother,A1,334880,203556
we,A1,334711,152897
club,A1,334284,184418
stage,A1,332363,189576
seven,A1,331305,250961
get,A1,331061,217877
previous,B1,328781,240313
range,A2,327734,208733
range,B2,327734,208733
radio,A1,326049,165827
to,A1,324693,240046
to,A1,324693,240046
close,A1,324460,249859
close,A1,324460,249859
brother,A1,324166,209388
society,A2,324146,182269
upon,A2,323257,235146
private,A2,323199,221428
you,A1,322099,150099
above,B1,320304,224050
above,A1,320304,224050
above,A1,320304,224050
academy,B1,319730,186286
music,A1,319663,154704
class,A1,319418,174038
class,C1,319418,174038
human,A2,319271,162328
human,B1,319271,162328
competition,A2,318439,190818
act,A2,318286,119739
act,B1,318286,119739
white,A1,317979,173834
white,A1,317979,173834
least,B1,316879,228875
least,A2,316879,228875
least,B2,316879,228875
degree,A2,315689,220146
great,A1,312238,187644
minister,B2,311139,134498
success,A2,310052,214174
college,A1,310008,175454
eight,A1,309933,236270
saw,A1,309753,207301
saw,B2,309753,207301
provide,A2,309582,215204
rather,A2,308499,224179
police,A2,308148,126223
central,B1,306162,222131
lake,A2,305807,126781
go,B1,305652,213368
go,A1,305652,213368
change,A1,305617,202275
change,A1,305617,202275
best,A1,305061,147778
best,A1,305061,147778
successful,A1,304925,232393
TV,A1,303914,167588
size,A1,303837,174131
attack,A2,303422,145481
attack,A2,303422,145481
whose,A1,302685,239872
whose,A1,302685,239872
black,A1,301466,154407
black,A1,301466,154407
almost,A1,301017,235336
aircraft,B2,299888,75920
other,A1,299301,234365
other,A2,299301,234365
approximately,B1,297695,235969
fire,A1,297125,142588
fire,B2,297125,142588
air,A2,296967,148439
campaign,B2,296872,158055
campaign,C1,296872,158055
put,A1,296136,219107
instead,A2,295371,224876
section,A1,293137,169061
via,B1,293077,197515
female,A2,292722,182271
female,B2,292722,182271
possible,A2,291040,205984
previously,B2,289823,241962
behind,A1,289658,204427
behind,A1,289658,204427
behind,C1,289658,204427
court,A2,289498,141487
contract,B2,288855,153002
contract,C1,288855,153002
contract,C1,288855,153002
front,A1,288154,177182
front,A2,288154,177182
model,B1,287721,136976
model,A2,287721,136976
model,B1,287721,136976
active,B1,287351,218032
white,A1,286114,154020
white,A1,286114,154020
car,A1,286082,116699
especially,A2,285967,211805
studio,B1,285324,175456
goal,A1,284993,133586
start,A1,284981,206032
start,A1,284981,206032
republic,B1,284792,165290
outside,B2,284450,214883
outside,A1,284450,214883
outside,B2,284450,214883
outside,A2,284450,214883
football,A1,282610,141761
river,A1,282453,135904
northern,B1,282366,195322
itself,A2,281929,215078
following,A1,281072,216722
following,B2,281072,216722
light,A1,280950,162059
light,A1,280950,162059
light,B1,280950,162059
data,B2,280300,108500
Christian,B1,278861,139164
space,A2,278752,144312
novel,A2,278343,124220
two,A1,278260,216204
significant,A2,278053,202146
capital,A2,277908,185276
ground,A1,277484,173715
ground,C1,277484,173715
soon,A1,277317,208605
sometimes,B1,277228,202748
force,A2,277133,147684
force,B2,277133,147684
southern,B1,276779,191834
too,A1,276509,200791
railway,B1,276290,109984
writing,A2,276165,173098
kingdom,A2,275396,178195
little,A1,275329,207549
little,A1,275329,207549
little,B1,275329,207549
little,B1,275329,207549
beginning,A2,274939,217382
most,A2,274449,209212
most,A1,274449,209212
most,A2,274449,209212
museum,A2,273614,131236
rock,A2,272674,151611
rock,B2,272674,151611
interest,A2,272338,196797
interest,B1,272338,196797
generally,B1,271937,194982
industry,B1,271416,164647
movement,B1,270895,145599
hit,B1,270477,153728
hit,A2,270477,153728
action,A1,270371,170828
whom,A2,270274,211511
primary,B2,268958,182588
media,B2,268536,153723
health,A1,267559,136314
summer,A1,267275,191937
division,B2,267026,149970
type,A1,266838,169516
type,B1,266838,169516
tournament,B1,266313,115938
regular,A2,266082,187108
grand,B2,265457,125969
below,A1,265302,202640
below,A1,265302,202640
ten,A1,265043,203678
market,A2,264692,136990
market,B1,264692,136990
committee,A2,263890,143137
ship,A1,263381,89941
ship,B1,263381,89941
art,A1,263260,115188
traditional,A2,262619,173585
many,A1,262440,193285
many,A1,262440,193285
island,A1,262037,110298
structure,A2,261621,164772
strong,A1,260630,190264
independent,B1,260325,188889
means,B2,260269,190930
base,A2,260082,157927
base,B1,260082,157927
if,A1,259228,156544
find,A1,259047,179626
thus,B1,258605,192380
come,A1,258556,200429
festival,A1,257842,126106
ever,A2,257410,197547
black,A1,257170,126111
black,A1,257170,126111
future,B1,256876,188201
future,A1,256876,188201
army,B1,256309,111001
money,A1,255847,155230
night,A1,255624,162900
red,A1,255135,127579
red,A2,255135,127579
leader,A1,254357,161581
tour,A2,254134,116918
tour,B1,254134,116918
route,B2,254085,114346
property,B1,252757,140042
collection,A1,252345,154137
bay,A2,252157,119661
income,B1,251841,86598
numerous,B1,251177,204777
network,B1,250189,127953
board,A1,249731,153952
board,B1,249731,153952
low,A2,249723,162432
low,A2,249723,162432
government,A2,249694,145246
week,A1,249604,155979
lower,B2,249491,167212
closed,A1,249175,172580
far,B2,248797,193291
far,A2,248797,193291
Soviet,B2,248077,83021
artist,B1,247676,160878
opening,B1,247296,175201
related,B2,246424,186066
practice,A1,245961,156159
running,A2,245633,173744
course,A1,244555,168525
already,A1,243346,189811
appearance,A2,243016,173659
location,B1,242657,177325
force,A2,242619,95620
force,B2,242619,95620
magazine,A1,241829,139525
county,B1,241733,109267
move,A1,241534,171200
move,A2,241534,171200
date,A1,241283,179862
date,B1,241283,179862
rest,B1,239914,186046
rest,B1,239914,186046
board,A1,239737,138236
board,B1,239737,138236
person,A1,239623,148013
natural,A2,239391,156081
Olympics,A1,238652,146783
hill,A1,237549,115792
past,B1,237049,179254
past,A1,237049,179254
past,A1,237049,179254
loss,B1,236513,149631
later,B2,236302,187987
later,A1,236302,187987
individual,B1,236046,158775
individual,B2,236046,158775
fact,A2,235822,177344
commercial,B1,235795,160438
commercial,B2,235795,160438
navy,B2,235725,97417
mostly,A2,235531,188993
victory,B1,235494,127813
annual,B1,235450,173013
seat,A1,235434,150213
better,A1,235411,183606
better,A2,235411,183606
particularly,B1,235221,181942
majority,B1,235177,163018
smith,A1,234935,101519
additional,A2,234513,177540
entire,B1,234248,187187
complete,A2,232627,181037
complete,B1,232627,181037
child,A1,232594,141034
retired,A2,232534,192068
student,A1,232198,136782
summer,A1,232020,158101
western,B2,231920,164449
northern,B1,231871,130279
love,A1,231617,130185
love,A1,231617,130185
access,B1,231477,143764
access,B2,231477,143764
sir,A1,231471,114839
thought,A2,231246,163887
plant,A2,231164,120712
plant,B1,231164,120712
famous,A1,230682,179706
senior,A2,230182,163871
senior,A2,230182,163871
food,A1,230005,118394
standard,B2,229705,137514
standard,B1,229705,137514
create,A2,229164,172924
battle,B1,229122,115172
remains,B2,228469,173353
initially,B1,228149,186532
wide,A2,228027,171665
wide,A2,228027,171665
give,A1,227786,175589
film,A2,227420,99187
film,B1,227420,99187
gold,A1,227288,123832
gold,A2,227288,123832
personal,A1,227215,163923
economic,B1,227072,119273
second,A1,226741,155843
second,B1,226741,155843
second,A2,226741,155843
second,A2,226741,155843
province,B2,226470,180380
particular,B2,226095,168359
battle,B1,225536,106162
but,A1,225114,156468
but,B1,225114,156468
feature,A2,224789,165381
feature,B2,224789,165381
musical,A2,224723,127872
musical,B2,224723,127872
writer,A1,224673,164893
limited,B1,224147,169140
trade,A2,223942,121896
trade,B2,223942,121896
you,A1,223486,117621
sea,A1,222519,145038
author,A2,222117,167710
their,A1,221998,169189
relationship,B1,221729,134971
valley,A2,221677,113724
score,B1,221082,115825
score,B1,221082,115825
plan,A1,220569,136578
plan,B1,220569,136578
religious,B1,220469,114285
manager,A2,220244,122453
woman,A1,220029,134019
issue,A2,219247,137955
issue,B2,219247,137955
decision,B1,219233,134058
edition,B1,218978,142114
real,A1,218887,148106
real,A1,218887,148106
staff,A2,218801,142799
material,A2,218738,136452
unit,A2,218631,114631
length,B1,218497,152433
management,B1,218478,132643
award,A2,218290,141167
award,B1,218290,141167
themselves,A2,218006,160554
science,A1,217696,124554
evidence,A2,217241,122380
park,A1,216706,83208
park,A2,216706,83208
increase,B1,216653,132906
increase,A2,216653,132906
education,A2,216572,107392
cover,A1,216341,150782
cover,A2,216341,150782
certain,A2,215138,154297
engine,B1,214541,67386
culture,A1,214443,122954
southern,B1,213915,130187
need,A1,213715,157375
need,B2,213715,157375
need,A2,213715,157375
medical,A2,213305,111462
complex,B1,212943,132124
rate,A2,212842,105013
rate,B2,212842,105013
day,A1,212708,120363
despite,B1,212627,165722
championship,A2,212417,109068
legal,B1,212336,120202
report,A2,212240,117434
report,B1,212240,117434
variety,B1,212053,163825
meeting,A1,211137,138946
officer,A1,210911,131951
mainly,A2,210779,171733
turn,A1,210161,161733
turn,A1,210161,161733
always,A1,209798,157975
hand,A1,209734,143166
hand,A2,209734,143166
pacific,A2,208686,116237
shot,A2,208552,123677
old,A1,208429,117790
status,B1,208228,145622
energy,B2,208190,80239
post,A1,207952,153607
post,A2,207952,153607
federal,B2,207937,94889
word,A1,207645,125230
financial,B1,207501,131348
parliament,B2,206282,106009
husband,A1,206232,138126
remaining,B2,206191,159650
separate,A2,205522,161723
separate,B2,205522,161723
deal,A2,205276,140061
deal,B1,205276,140061
eastern,B1,205106,145994
service,B1,204815,123772
service,B1,204815,123772
room,A1,204335,122150
room,B1,204335,122150
regional,B1,203973,147059
subject,A1,203928,148808
overall,B2,203809,151363
overall,B2,203809,151363
effect,A2,203598,132006
science,A1,203419,111838
policy,B1,203078,104365
law,A2,203044,101771
finally,A2,202865,163028
recent,A2,202544,164593
theory,B1,202438,86001
done,A2,202329,158224
nine,A1,201520,161450
recording,B1,201446,118326
times,B2,201282,125747
commission,B2,200452,119120
commission,C1,200452,119120
commission,C1,200452,119120
commission,C2,200452,119120
commission,C2,200452,119120
today,A1,200430,156365
today,A1,200430,156365
attempt,A2,200134,148887
attempt,B1,200134,148887
assembly,B2,199977,108307
surface,B1,199768,103169
experience,A2,199610,145118
experience,B1,199610,145118
square,A2,199524,109831
square,A2,199524,109831
nearly,A2,199417,161132
proposed,B2,199321,131624
empire,B1,199181,104171
cast,B2,199015,111624
cast,B2,199015,111624
cast,C1,199015,111624
cast,C1,199015,111624
cast,C1,199015,111624
fight,A1,198922,103088
fight,B1,198922,103088
native,A2,198423,153275
that,B2,198165,153326
that,A1,198165,153326
that,A1,198165,153326
that,A1,198165,153326
sports,B1,198132,117775
meaning,A2,197706,143825
source,A2,197345,135072
singer,A1,196851,129567
cost,A2,196578,123427
cost,A2,196578,123427
movie,A1,196476,111672
another,A1,196285,156567
another,A2,196285,156567
university,A2,196132,98587
railway,B1,195701,77323
influence,A2,195474,133110
influence,B2,195474,133110
prior,B2,195406,157333
responsible,B1,194981,147926
friend,A1,194945,138349
command,B1,194794,95048
both,A1,194777,165103
both,A1,194777,165103
both,A1,194777,165103
enough,A2,194710,151873
enough,A2,194710,151873
enough,A2,194710,151873
despite,B1,194708,153638
public,B1,194702,123693
public,A2,194702,123693
marriage,B1,194654,103889
politician,B1,194651,171710
big,A1,194559,91562
broadcast,B1,194497,108239
broadcast,B2,194497,108239
sister,A1,194380,135675
might,A2,194342,138464
month,A1,193866,140094
technology,A1,193766,109596
green,A1,193128,95102
green,A2,193128,95102
vote,A1,192375,89928
vote,B1,192375,89928
my,A1,192078,101464
sound,B2,191862,107930
sound,A2,191862,107930
sound,A2,191862,107930
year,A1,191831,116434
civil,B1,191803,123503
nearby,B1,191789,152607
nearby,B1,191789,152607
historical,B1,191727,137460
research,A2,191670,112013
research,B2,191670,112013
eastern,B1,191547,116071
society,A2,191275,111578
serve,A2,190903,149956
democratic,B1,190358,94609
multiple,B2,189881,143153
town,A1,189876,95152
chief,B1,189607,107997
chief,B2,189607,107997
conference,B2,189588,102424
operation,B1,189585,125464
allow,A2,189405,143067
news,A1,189143,109562
specific,A2,189036,133921
primarily,B1,188350,158323
male,B1,188050,116977
male,A2,188050,116977
